reference_code, excluded_code
ENRENT5	,	ENTE1N0
ESIEST51	,	ESTI1N0
ESIEST52	,	ESTI2N0
ESSEST5	,	ESTT1N0
EUYEUR51	,	EURT1N0
EUYEUR52	,	EURT2N0
EUYEUR53	,	EURT3N0
"FONFOR51,FONFOR52"	,	"FORU1N0,FORU2N0"
FOSFOD5	,	FORH1N0
FOSFOO5	,	FORC1N0
FOSFOO5	,	FORE1N0
"FOSREK51,FOSREK52"	,	FORU3N0
FOCFOR5	,	FORG1N0
FOCFOR50S	,	FORG2N0
FOAFOT51	,	FOTG1N0
FOAFOT52	,	FOTG2N0
GEGGEO51	,	GEOR1N0
GEGGEO52	,	GEOR2N0
GOHGOS5	,	GODI3N0
"HEOHEM51,HEOHEM52"	,	HEMO1N0
HITHIS51	,	HISO1N0
HITHIS52	,	HISO2N0
HITHIS53	,	HISO3N0
HASHAL51	,	HASA1N0
HASHAL52	,	HASA2N0
HAUHAS51	,	HASK1N0
IDCIDR51	,	IDRT1N0G
IDCIDR52	,	IDRT2N0G
IDCIDR53	,	IDRS1N0G
KOOKUN5	,	KONT1N0
LABLAN51	,	LANR1N0
LISMAT51	,	MATH1N0
LISMAT52	,	MATH2N0
LOKLOK51	,	LOKL1N0
LOKLOK52	,	LOKL2N0
MAMMAT51	,	MATM1N0
MAMMAT52	,	MATM2N0
MAUMAT5	,	MATP1N0
MEOANI5	,	ANIA1N0
MEOMED5	,	MEDE1N0
MONXXX5	,	MODS1N0
MOSXXX51	,	MODR1N0
MOSXXX51	,	FISX1N0
MOSXXX51	,	JIIQ1N0
MOSXXX51	,	MENX1N0
MOSXXX51	,	ROAX1NO
MOSXXX51	,	SAIQ1N0
MOSXXX52	,	MODR2N0
MOSXXX52	,	FISX2N0
MOSXXX52	,	JIIQ2NO
MOSXXX52	,	MENX2NO
MOSXXX52	,	ROAX2N0
MOSXXX52	,	SAIQ2N0
MOOMOT5	,	MOTR1N0
MOOROJ5	,	ROJO1N0
MUKMUP5	,	MUSK1N0
MUKMUS51	,	MUIK1N0
MUKMUS52	,	MUIK2N0
MNNMAN5	,	MANK1N0
MAPMAN5	,	MANO1N0
NAANAT5	,	NAUR1N0
NASNAT5	,	NATK1N0
NANNAT52	,	NATR1N0
REIREL51	,	RELG1N0
REIREL52	,	RELG2N0
REIREL53	,	RELG3N0
SALARB5	,	ARBT1N0
SALSAM51	,	SAML1N0
SALSAM52	,	SAML2N0
SALSAM53	,	SAML3N0
SALTRA5	,	TRAI1N0
SEEFRU51	,	FRUO1N0
SEEFRU52	,	FRUO2N0
SKSSKG51	,	SKOB1N0
SKESKO51	,	SKOE1N0
SPISPE51	,	SPEA1N0I
SPISPE52	,	SPEA2N0I
SPISPE53	,	SPEA3N0I
SPITRA51	,	TRAC1N0I
SPITRA52	,	"TRAC1N0I,SPEA1N0I"
SVBLIT5	,	LITR1N0
SVBSKR5	,	KRET1N0
SVBSVE51	,	SVES1N0
SVBSVE52	,	SVES2N0
SVOSVE51	,	SVAN1N0
SVOSVE52	,	SVAN2N0
SVPSVE51	,	SVET1N0
SVPSVE52	,	SVET2N0
SAKSAL51	,	SALS1N0
TEETEA51	,	TEAE1N0
TEETEA52	,	TEAE2N0
TEETEA53	,	TEAE3N0
TRGTRA51	,	TRAS1N0
TROTRO5	,	TRAO1N0
VESSAM51	,	SAMA1N0
VESSKA51	,	SKAA1N0
VARVAR51	,	VARO1N0
"VARVAR52,VARVAR53"	,	VARO2N0
VAXVAX51	,	VAXU1N0
VAXVAX52	,	VAXU2N0
VALVAX5	,	VAXO1N0
FOMFAC0	,	FACK1000X
FOMFOR01S	,	FORM1000X
FOMFOR02S	,	FORM2000X
FOMFOR03S	,	FORM3000X
FOTFOT01	,	FOTO1000X
FOTFOT02	,	FOTO2000X
FOTFOT03	,	FOTO3000X
FOTFOT04	,	FOTO4000X
FRTFRD0	,	FRIT1000X
FUTFUN01	,	FUNK1000X
FUTFUN02	,	FUNK2000X
FYSFYS01a	,	FYSK1B00X
FYSFYS01b1	,	FYSK1A10X
FYSFYS01b2	,	FYSK1A20X
FYSFYS02	,	FYSK2000X
FYSFYS03	,	FYSF1000X
FÖRENT0	,	ENTP1000X
FÖRFÖR01	,	FOET1000X
FÖRFÖR02	,	FOET2000X
FÖRMAD0	,	MARK1000X
FÖRRED01	,	REDO1000X
FÖRRED02	,	REDO2000X
GASGAS0	,	FLYA1000X
GEOGEO01	,	GEOG1000X
GEOGEO02	,	GEOG2000X
GERGER0	,	GERO1000X
"ELADIG0,ELAELL0"	,	FLYE1000X
ELIELD0	,	ELMO1000X
ELÄELM01	,	ELMA1000X
ENEVAE0	,	MILO1000X
ENGENG05	,	ENGE1000X
ENGENG06	,	ENGE2000X
ENGENG07	,	ENGE3000X
ENLENE05	,	ENGD1000X
ENLENE06	,	ENGD2000X
ENLENE07	,	ENGD3000X
ENTENR0	,	ENTR1000X
ESTEST01	,	ESTE1000X
ESTEST02	,	ESTE2000X
ESTEST03	,	ESTE3000X
EUREUR01	,	EURY1000X
EUREUR02	,	EURY2000X
EUREUR03	,	EURY3000X
EVEEVN0	,	EVEN1000X
FAIFAS02	,	FASG2000X
FILFIL01	,	FILO1000X
FILFIL02	,	FILO2000X
FIOFIO01	,	FILS1000X
FIOFIO02	,	FILS2000X
FLPFLY0	,	FLYL1000X
"FLGFAL0,FLGFLY0"	,	"FLYG1000X,FLYG2000X"
"FORFOD0,FODFOO0"	,	"FORD1000X,FORD2000X"
DAIMON01	,	DIGI1000X
DAIMON02	,	DIGI2000X
DARCAD0	,	CAMA1000X
DARDAT01S	,	DATO1000X
DARDAT02	,	DATO2000X
DAYPRO0	,	SPAR1000X
DESDES01	,	DESI1000X
DESDES02	,	DESI2000X
DIGDIG01	,	DIGA1000X
DIGDIG02	,	DIGA2000X
DJUDJI0	,	DJUI1000X
DJFDJU0	,	DJUR1000X
DJPDJU01	,	DJUP1000X
DJPDJU02	,	DJUP2000X
DJRDJU01	,	DJUV1000X
DRIUND0	,	DRIF1000X
DRIUNE0	,	UNDH1000X
DRIUNH0	,	UNDA1000X
DRIUNU0	,	UNDL1000X
DACFAR0	,	FARY1000X
ELNELE0	,	SPAO1000X
ELRELF0	,	INST1000X
ELFELK0	,	SPAF1000X
ELLPRA0	,	ELLA1000X
"LLAELL01,LLAELL02"	,	SPAD1000X
BATSKA0	,	SKAG1000X
CADCAD00S	,	TILP100TX
"CADCAD01,CADCAD02"	,	CADA1000X
CADCAD03	,	CADA2000X
CIRAKR00S	,	AKRO1000X
CIRCIR01S	,	CIRK1000X
CIRCIR02S	,	CIRK2000X
DANDAN01	,	DANG1000X
DANDAN02	,	DANG2000X
DANKOO0	,	KORE1000X
DANREE0	,	REPE1000X
DASDAO0	,	DANS1000X
DATDAS01S	,	DANE1000X
DATDAS02S	,	DANE2000X
DATDAS03S	,	DANE3000X
DATDAS03S	,	DANK1000X
DATDAS04S	,	DANE4000X
DATDAS04S	,	DANK2000X
DAKDAN3	,	DANN100DX
DAKDAS3	,	KOML100DX
DAKKLA31a	,	KLAI100DX
DAKKLA32	,	KLAI200DX
DAKKLA33	,	KLAI300DX
DAKMOD31a	,	SAMD100DX
DAKMOD32	,	SAMD200DX
DAKMOD33	,	SAMD300DX
DAEDAT0	,	DANT1000X
DAADAT3	,	DATL100TX
DAODAT01a	,	DATR1000X
DAODAT01b	,	DATR1000X
DAOINU0	,	INFR1000X
AUOAVH0	,	UNDR1000X
BAGCHO0	,	CHOK1000X
BANBAN0	,	BANK1000X
BAOBAN0	,	BARN1000X
BELBEL0	,	"BELA1000X,BELA2000X"
BELBEÄ0	,	BELA2000X
BERBER0	,	BERG1000X
BETBET01	,	BETO1000X
BETBET02	,	BETO2000X
"BETBET03,BETBET04"	,	BETO3000X
BILBIL01a1	,	BILD1A10X
BILBIL01a2	,	BILD1A20X
BILBIL01b	,	BILD1B00X
BIDBIT0	,	BILT1000X
BINBIO0	,	BIOD1000X
BIOBIO01	,	BIOG1000X
BIOBIO02	,	BIOG2000X
BIOBIT0	,	BIOE1000X
BIGBEA0	,	BEVA1000X
BIIVAT01	,	BIOL1000X
BIIVAT02	,	BIOL2000X
BIIVAT03	,	BIOL3000X
BUSBUS0	,	BUSS1000X
BYGBYG01	,	BYGO1000X
BYGBYG02	,	BYGO2000X
"BYPBYG0,BYPPLA0"	,	BYGR100TX
BYPRIT0	,	RITO100TX
ADMPER0	,	PERA1000X
AFFAFÄ00S	,	AFFA1000X
AKTBEO0	,	BESO1000X
ANOANA01	,	ANAT1A10X
ANOANA02	,	ANAT1A20X
ANOANA01	,	ANAT1B00X
ANOANA02	,	ANAT1B00X
"ANIANI01,ANIANI02"	,	ANIM1000X
ANIANI00S	,	ANIM3000X
ANLANG0	,	STES1000X
ANLANL01	,	ANLA1000X
ANLANL02	,	ANLA2000X
ANLANN0	,	VAGB1000X
ANLANÄ0	,	LEDN1000X
ANAANA01	,	ANLG1000X
ANAANA02	,	ANLG2000X
ARKARK0	,	ARKI1000X
ARKARI0	,	ARKI1000X
ARTART01	,	ARTI1000X
ARTART02	,	ARTI2000X
GODE1000X	,	GODMAL0
GODN1000X	,	GODMAL0
GODE2000X	,	GODTUN0
GOST1000X	,	GOSGOD0
GOST2000X	,	GOSGOD0
GODS100VX	,	GOSGOD0
GODD1000X	,	GOSGOD00S
GODP1000X	,	GOSGOD00S
GODK1000X	,	GOSGOD00S
GODO1000X	,	GOSGOD00S
GODA1000X	,	GOSGOD00S
DJUT1000X	,	GOSGOD00S
GODT1000X	,	GOSGOD00S
GODR1000X	,	GOSGOD00S
GODH1000X	,	GOSLAL0
GOLV1000X	,	GOLGOL01
GOLV2000X	,	GOLGOL02
GOLV3000X	,	GOLGOL03
GRAI1000X	,	GRAGRA01
GRAI2000X	,	GRAGRA02
GRAF1000X	,	GRAGRI0
ORIG1000X	,	GRAGRR0
GRAS1000X	,	GRFGRF01
GRAS2000X	,	GRFGRF02
GRAS3000X	,	GRFGRF03
GRUN1000X	,	GRUGRD0
GRAN1000X	,	"GRÄGRN0,GRÄGRÄ0"
GRON1000X	,	GROGRO0
GYMN100TX	,	GYNGYM3
FINN1000X	,	HAVFIN01
FINN2000X	,	HAVFIN02
FINN3000X	,	HAVFIN03
FINI2000X	,	HAVFIN05
FINI4000X	,	HAVFIN06a
HELK1000X	,	HELHEL0
HIST1A10X	,	HISHIS01a1
HIST1A20X	,	HISHIS01a2
HIST1B00X	,	HISHIS01b
HIST2A00X	,	HISHIS02a
HIST2B00X	,	HISHIS02b
HIST3000X	,	HISHIS03
HJUU1000X	,	"HJUHJT00S,HJUHJU0"
HUMN1000X	,	HUMHUM00S
HUND1000X	,	HUNHUN01
HUND2000X	,	HUNHUN02
HUND3000X	,	HUNHUN03
HUSB1000X	,	HUSHUS01
HUSB2000X	,	HUSHUS02
HUSB3000X	,	HUSHUS03
"HUSV1000X,HUSV2000X,HUSV3000X"	,	HUVHUS0
LIVS1000X	,	HYGHYG0
MILJ1000X	,	HÅLMIJ0
HALB1000X	,	HÅLHÅB0
POLT1000X	,	HÅLPOL0
KOSO1000X	,	HALKOC0
HALS1000X	,	HALHAL0
HALC1000X	,	HAOHAL01
HALC2000X	,	HAOHAL02
AKUT1000X	,	HAORAD0
AVEO100SX	,	HÄTDEN01a
DENU100SX	,	HÄTDEN01b
DENU200SX	,	HÄTDEN02
HAST1000X	,	HÄTHÄS01
HAST2000X	,	HÄTHÄS02
HAST3000X	,	HÄTHÄS03
TAVL1000X	,	IDRIDO01
TAVL2000X	,	IDRIDO02
